artifact_id,resolved_path,row_count,sha256,schema_status,read_status
a7_input_artifact_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/input_artifact_audit.csv,26.0,b50fa9ffa46dca2cfc9e66c6adc1585d89fa2b3214d6e9bdb0151a1ef04f8d61,pass,pass
a7_trailing_rank_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_decision.csv,1.0,51ac0b0c77702dc999d7819509bc64e65fe8c07adffab3de5f8b5e41bacdccda,pass,pass
a7_trailing_rank_operating_point_readout,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_operating_point_readout.csv,128.0,1d98a7792d6cab8c20b6eafe4c2eab2946cb323f37ea3a587cacc285eb483aa3,pass,pass
a7_trailing_rank_budget_curve_readout,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_budget_curve_readout.csv,96.0,8c077d2a079dc39c7cfca57cb0a4b56f1faf7e3aa20c4cbf633850b54359f1c4,pass,pass
a7_trailing_rank_budget_drift_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_budget_drift_audit.csv,128.0,6178583031b5e82f613ed6922637bc5c41b3843f01ed46c8a6ca0f9052843350,pass,pass
a7_trailing_rank_single_feature_challenger,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_single_feature_challenger.csv,8.0,ca7264b306f0fd57b93f5a4d2f1cb73efc6b514d04564a94bf5f51ea0be5e836,pass,pass
a7_trailing_rank_random_same_budget_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_random_same_budget_audit.csv,97637.0,8eca4ebc83b68a9712bc9d9558f15759a5507ee0d41ad522e4104fcee3dabe9f,pass,pass
a7_trailing_rank_score_quality_metrics,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_score_quality_metrics.csv,32.0,0b7b0715d19f5406ea324145ebb99b39759275b2df95fc424f46a72fe3228064,pass,pass
a7_trailing_rank_decile_lift_readout,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_decile_lift_readout.csv,80.0,79198bcde8c7d01598623e6fc24b77fc8fd47f4fe6e68d6868bfb3cf9b0967da,pass,pass
a7_split_time_boundary_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/split_time_boundary_audit.csv,2.0,48d6fed2e2db6c77716fc8a9acb062fbf5e24feee6ce76045566cc3ca8c95986,pass,pass
a7_score_reproduction_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7_direction_a_trailing_rank_operating_point_audit/score_reproduction_audit.csv,8.0,fd2ece7538c4a66047961a0ebe2f6cb8300b29f52d3d81060e9e397921d44d80,pass,pass
a7_report,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/reports/trailing_rank_operating_point_validation_report.md,,c78176e541a29f1ccfc15dc91a92fc0208db4d66d0d46161e9742de49d0c9a55,pass,pass
a7_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A7_direction_a_trailing_rank_operating_point_audit_manifest.json,,a29528db286b3dd31f4b5d9f28a355fe56866c22b44dc4e06e42dfcd91228704,pass,pass
a7_trailing_rank_score_matrix,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A7_direction_a_trailing_rank_operating_point_audit/trailing_rank_score_matrix.parquet,15113.0,76333bcfefe51e98a28536aa5b022ca8b81c6ac59aa0d0a262ea2b549be3e6f6,pass,pass
two_stage_event_universe,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_event_universe.csv.gz,15113.0,f3f58981ddc66a242c3e19a037c715a4bd300eeda18eda79f3809611014763c4,pass,pass
two_stage_event_targets,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_event_targets.csv.gz,15113.0,ed7cc23fe4c858db224f3f6dffddd14feacbaf66e911c5f8549fb134e9297681,pass,pass
two_stage_feature_dictionary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_feature_dictionary.csv,116.0,95f1966043afcc03386e2791389ff4c16116b9a5822f09838326dd30847d3b67,pass,pass
